Source,Destination,Weight 
C0848332,C0019559,1.0
C0848332,C4551516,1.0
C0848332,C0016143,1.0
C0848332,C0679624,2.0
C0848332,C0191849,1.0
C0848332,C0024881,1.0
C0848332,C0225730,2.0
C0848332,C0481503,1.0
C0848332,C4027042,1.0
C0848332,C4316941,1.0
C0848332,C0184898,1.0
C0848332,C0037993,1.0
C0848332,C3266910,1.0
C0848332,C0920424,1.0
C0848332,C0079850,2.0
C0848332,C0008913,2.0
C0848332,C4019107,2.0
C0848332,C0677616,1.0
C0848332,C0741886,1.0
C0848332,C0392535,2.0
C0848332,C1321554,1.0
C0848332,C0852216,1.0
C0848332,C0948310,1.0
C0848332,C0033573,2.0
C0848332,C0006035,1.0
C0848332,C0236642,1.0
C0848332,C0238792,1.0
C0848332,C0151825,1.0
C0848332,C3837958,1.0
C0848332,C0036285,2.0
C0848332,C0086330,1.0
C0848332,C0935576,1.0
C0848332,C0920687,2.0
C0848332,C5203355,1.0
C0848332,C0458224,1.0
C0848332,C0920619,1.0
C0848332,C0006141,1.0
C0848332,C1521750,1.0
C0848332,C0013218,1.0
C0848332,C0020639,1.0
C0848332,C2985566,1.0
C0848332,C0419994,1.0
C0848332,C0199470,1.0
C0848332,C0002871,1.0
C0848332,C0033575,1.0
C0848332,C0279025,1.0
C0848332,C0014078,1.0
C0087031,C4085243,1.0
C0087031,C0337279,1.0
C0087031,C0040732,1.0
C0087031,C0085631,1.0
C0087031,C3887611,1.0
C0087031,C1292856,1.0
C0087031,C0023895,1.0
C0087031,C0008715,1.0
C0087031,C0041600,1.0
C0454366,C1995013,1.0
C0454366,C0020175,1.0
C0454366,C0037949,2.0
C0454366,C0036396,1.0
C0454366,C0225706,2.0
C0454366,C0042029,2.0
C0454366,C0022742,1.0
C0454366,C0917801,1.0
C0454366,C0003864,1.0
C0454366,C0030567,1.0
C0454366,C0004364,2.0
C0454366,C0278144,1.0
C0454366,C3890602,2.0
C0454366,C0848290,1.0
C0454366,C0039082,1.0
C0454366,C0024204,2.0
C0454366,C0027342,1.0
C0454366,C0275626,1.0
C0454366,C0024198,5.0
C0454366,C0687080,1.0
C0454366,C0521300,1.0
C0454366,C0022122,1.0
C0454366,C0019552,1.0
C0454366,C1186763,1.0
C0454366,C0238190,1.0
C0454366,C1836672,1.0
C0454366,C0019112,3.0
C0454366,C0023530,1.0
C0454366,C1535939,8.0
C0454366,C1720830,3.0
C0454366,C0033770,3.0
C0454366,C0040732,6.0
C0454366,C0518214,1.0
C0454366,C0524865,1.0
C0454366,C0029216,1.0
C0454366,C0524930,1.0
C0454366,C0022671,2.0
C0454366,C0023911,3.0
C0454366,C0021083,2.0
C0454366,C4048329,1.0
C0454366,C0021079,1.0
C0454366,C0206058,3.0
C0454366,C0574032,8.0
C0454366,C0006267,1.0
C0454366,C1292856,1.0
C0454366,C0011269,1.0
C0454366,C0189205,1.0
C0454366,C0042930,3.0
C0454366,C0027765,1.0
C0454366,C0026868,3.0
C0454366,C0150055,1.0
C0454366,C0263959,1.0
C0454366,C0016719,1.0
C0454366,C0282615,1.0
C0454366,C1556138,2.0
C0454366,C0268238,1.0
C0454366,C0263541,1.0
C0454366,C0237974,1.0
C0454366,C5206718,1.0
C0454366,C0019939,1.0
C0454366,C3669218,1.0
C0454366,C1299624,13.0
C0454366,C0229985,1.0
C0454366,C0040067,3.0
C0454366,C0022077,4.0
C0454366,C0581528,1.0
C0454366,C3887524,1.0
C0454366,C0270699,2.0
C0454366,C0263746,1.0
C0454366,C0184893,1.0
C0454366,C2216322,1.0
C0454366,C0441645,1.0
C0454366,C0022100,1.0
C0454366,C0016512,1.0
C0454366,C0019559,1.0
C0454366,C4551516,1.0
C0454366,C0016143,1.0
C0454366,C0679624,2.0
C0454366,C0191849,1.0
C0454366,C0024881,1.0
C0454366,C0225730,2.0
C0454366,C0481503,1.0
C0454366,C4027042,1.0
C0454366,C4316941,1.0
C0454366,C0184898,1.0
C0454366,C0037993,1.0
C0454366,C3266910,1.0
C0454366,C0920424,1.0
C0454366,C0079850,2.0
C0454366,C0008913,2.0
C0454366,C4019107,2.0
C0454366,C0677616,1.0
C0454366,C0741886,1.0
C0454366,C0392535,2.0
C0454366,C1321554,1.0
C0454366,C0852216,1.0
C0454366,C0948310,1.0
C0454366,C0033573,2.0
C0454366,C0006035,1.0
C0454366,C0236642,1.0
C0454366,C0238792,1.0
C0454366,C0151825,1.0
C0454366,C3837958,1.0
C0454366,C0036285,2.0
C0454366,C0086330,1.0
C0454366,C0935576,1.0
C0454366,C0920687,2.0
C0454366,C5203355,1.0
C0454366,C0458224,1.0
C0454366,C0920619,1.0
C0454366,C0006141,1.0
C0454366,C1521750,1.0
C0454366,C0013218,1.0
C0454366,C0020639,1.0
C0454366,C2985566,1.0
C0454366,C0419994,1.0
C0454366,C0199470,1.0
C0454366,C0002871,1.0
C0454366,C0033575,1.0
C0454366,C0279025,1.0
C0037317,C0015644,2.0
C0037317,C0235031,3.0
C0037317,C1995013,3.0
C0037317,C0036310,1.0
C0037317,C0039070,1.0
C0037317,C0393719,4.0
C0037317,C0600142,1.0
C0037317,C0039516,2.0
C0037317,C0235150,1.0
C0037317,C0026821,3.0
C0037317,C0085624,8.0
C0037317,C0152020,1.0
C0037317,C0020175,1.0
C0037317,C0086153,1.0
C0037317,C3218962,1.0
C0037317,C0027404,1.0
C0037317,C0272302,1.0
C0037317,C0004604,11.0
C0037317,C0865800,1.0
C0037317,C0007859,8.0
C0037317,C0028643,1.0
C0037317,C0858598,2.0
C0037317,C0229967,1.0
C0037317,C0003811,1.0
C0037317,C0037949,1.0
C0037317,C4085243,1.0
C0037317,C1285092,3.0
C0037317,C0277556,8.0
C0037317,C0235162,4.0
C0037317,C0040264,1.0
C0037317,C0011168,1.0
C0037317,C0849963,1.0
C0037317,C0149745,1.0
C0037317,C0040421,1.0
C0037317,C0836921,1.0
C0037317,C0036396,1.0
C0037317,C0238990,10.0
C0037317,C0021114,1.0
C0037317,C0225706,2.0
C0037317,C0426576,1.0
C0037317,C0020550,1.0
C0037317,C1868117,1.0
C0037317,C0033046,1.0
C0037317,C0280090,1.0
C0037317,C0224335,1.0
C0037317,C0040460,2.0
C0037317,C0235234,4.0
C0037317,C0032781,3.0
C0037317,C1412002,1.0
C0037317,C0474166,1.0
C0037317,C0476214,10.0
C0037317,C0021345,5.0
C0037317,C0015674,10.0
C0037317,C0024902,1.0
C0037317,C0019825,4.0
C0037317,C0006155,2.0
C0037317,C0022359,1.0
C0037317,C0043144,1.0
C0037317,C0036098,1.0
C0037317,C0227089,1.0
C0037317,C0013456,3.0
C0037317,C0000737,3.0
C0037317,C0917801,7.0
C0037317,C0239377,3.0
C0037317,C0302539,3.0
C0037317,C0677500,3.0
C0037317,C0238741,3.0
C0037317,C0023217,3.0
C0037317,C0014876,3.0
C0037317,C0376286,3.0
C0037317,C1510471,3.0
C0037317,C0040578,3.0
C0037317,C2039120,3.0
C0037317,C0439814,3.0
C0037317,C0016536,3.0
C0037317,C0017672,3.0
C0037317,C0497156,6.0
C0037317,C0004364,3.0
C0037317,C0586407,3.0
C0037317,C0497366,3.0
C0037317,C2957106,3.0
C0037317,C4284020,3.0
C0037317,C0032326,3.0
C0037317,C0742339,3.0
C0037317,C0362046,3.0
C0037317,C0239886,3.0
C0037317,C0040425,3.0
C0037317,C0231918,3.0
C0037317,C0858600,1.0
C0037317,C0857156,9.0
C0037317,C0038395,1.0
C0037317,C0178310,1.0
C0037317,C0003578,4.0
C0037317,C0203993,4.0
C0037317,C0085674,4.0
C0015644,C0235031,2.0
C0015644,C1995013,2.0
C0015644,C0036310,2.0
C0235031,C1995013,2.0
C0235031,C0036310,1.0
C0235031,C0039070,1.0
C0235031,C0393719,4.0
C0235031,C0600142,1.0
C0235031,C0039516,2.0
C0235031,C0235150,1.0
C0235031,C0026821,3.0
C0235031,C0085624,2.0
C0235031,C0152020,1.0
C0235031,C0020175,1.0
C0235031,C0086153,1.0
C0235031,C3218962,1.0
C0235031,C0027404,1.0
C0235031,C0272302,1.0
C0235031,C0004604,2.0
C0235031,C0865800,1.0
C0235031,C0007859,2.0
C0235031,C0028643,1.0
C0235031,C0858598,2.0
C0235031,C0229967,1.0
C0235031,C0003811,1.0
C0235031,C0037949,1.0
C0235031,C4085243,1.0
C0235031,C1285092,3.0
C0235031,C0277556,3.0
C0235031,C0235162,1.0
C0235031,C0040264,4.0
C0235031,C0011168,3.0
C0235031,C0849963,2.0
C0235031,C0149745,1.0
C0235031,C0040421,1.0
C0235031,C0836921,1.0
C0235031,C0036396,1.0
C0235031,C0238990,6.0
C0235031,C0021114,1.0
C0235031,C0225706,2.0
C0235031,C0426576,1.0
C0235031,C0020550,1.0
C0235031,C1868117,1.0
C0235031,C0033046,1.0
C0235031,C0280090,1.0
C0235031,C0224335,1.0
C0235031,C0040460,2.0
C0235031,C0235234,1.0
C0235031,C0032781,3.0
C0235031,C1412002,1.0
C0235031,C0474166,1.0
C0235031,C0476214,2.0
C0235031,C0021345,1.0
C0235031,C0015674,1.0
C0235031,C0024902,1.0
C0235031,C0019825,1.0
C0235031,C0006155,2.0
C0235031,C0022359,1.0
C0235031,C0043144,1.0
C0235031,C0036098,1.0
C0235031,C0227089,1.0
C0235031,C0917801,1.0
C0235031,C0849959,1.0
C0235031,C0239886,2.0
C0235031,C0858600,1.0
C0235031,C0581880,2.0
C0235031,C0041834,1.0
C0235031,C0239836,2.0
C0235031,C0457013,2.0
C0235031,C0549343,2.0
C0235031,C0857111,2.0
C0235031,C0575090,2.0
C0235031,C0234786,1.0
C0235031,C0848277,1.0
C0235031,C0231811,1.0
C0235031,C0235283,1.0
C0235031,C0007297,1.0
C1995013,C0036310,2.0
C1995013,C0039070,1.0
C1995013,C0393719,4.0
C1995013,C0600142,1.0
C1995013,C0039516,2.0
C1995013,C0235150,1.0
C1995013,C0026821,3.0
C1995013,C0085624,2.0
C1995013,C0152020,1.0
C1995013,C0020175,1.0
C1995013,C0086153,1.0
C1995013,C3218962,1.0
C1995013,C0027404,1.0
C1995013,C0272302,1.0
C1995013,C0004604,6.0
C1995013,C0865800,1.0
C1995013,C0007859,2.0
C1995013,C0028643,1.0
C1995013,C0858598,2.0
C1995013,C0229967,1.0
C1995013,C0003811,1.0
C1995013,C0037949,1.0
C1995013,C4085243,1.0
C1995013,C1285092,3.0
C1995013,C0277556,3.0
C1995013,C0235162,1.0
C1995013,C0040264,1.0
C1995013,C0011168,1.0
C1995013,C0849963,1.0
C1995013,C0149745,1.0
C1995013,C0040421,1.0
C1995013,C0836921,1.0
C1995013,C0036396,1.0
C1995013,C0238990,6.0
C1995013,C0021114,1.0
C1995013,C0225706,2.0
C1995013,C0426576,1.0
C1995013,C0020550,1.0
C1995013,C1868117,1.0
C1995013,C0033046,1.0
C1995013,C0280090,1.0
C1995013,C0224335,1.0
C1995013,C0040460,2.0
C1995013,C0235234,1.0
C1995013,C0032781,3.0
C1995013,C1412002,1.0
C1995013,C0474166,1.0
C1995013,C0476214,2.0
C1995013,C0021345,1.0
C1995013,C0015674,2.0
C1995013,C0024902,1.0
C1995013,C0019825,1.0
C1995013,C0006155,2.0
C1995013,C0022359,1.0
C1995013,C0043144,1.0
C1995013,C0036098,1.0
C1995013,C0227089,1.0
C1995013,C0917801,10.0
C1995013,C1314715,1.0
C1995013,C4698121,1.0
C1995013,C0199451,1.0
C1995013,C4317006,1.0
C1995013,C0003864,1.0
C1995013,C0037763,1.0
C1995013,C0796232,1.0
C1995013,C0265514,1.0
C1995013,C0030567,1.0
C1995013,C0027342,1.0
C1995013,C0275626,1.0
C1995013,C0687080,1.0
C1995013,C0857156,1.0
C1995013,C0038395,1.0
C1995013,C0035029,1.0
C1995013,C0037219,1.0
C1995013,C0871878,1.0
C1995013,C1836672,1.0
C1995013,C4290000,1.0
C1995013,C4551552,1.0
C1995013,C1096184,1.0
C1995013,C1720830,3.0
C1995013,C0033770,3.0
C1995013,C0040732,2.0
C1995013,C0518214,1.0
C1995013,C0022671,2.0
C1995013,C0023911,2.0
C1995013,C1969653,1.0
C1995013,C1292856,1.0
C1995013,C0011269,1.0
C1995013,C0189205,1.0
C1995013,C0042930,3.0
C1995013,C0027765,1.0
C1995013,C0026868,3.0
C1995013,C0150055,1.0
C1995013,C0263959,1.0
C1995013,C0016719,1.0
C1995013,C0282615,1.0
C1995013,C1556138,1.0
C1995013,C0268238,1.0
C1995013,C0263541,1.0
C1995013,C0237974,1.0
C1995013,C5206718,1.0
C1995013,C0019939,1.0
C1995013,C0015641,4.0
C1995013,C0427008,4.0
C1995013,C0231710,1.0
C1995013,C3887506,1.0
C1995013,C0011980,1.0
C1995013,C1960973,1.0
C1995013,C1305840,1.0
C1995013,C0554804,1.0
C1995013,C1837657,1.0
C0036310,C0004604,1.0
C0036310,C0858598,1.0
C0036310,C4085243,1.0
C0036310,C0277556,1.0
C0036310,C0036396,2.0
C0036310,C0917801,10.0
C0036310,C0239377,1.0
C0036310,C1314715,1.0
C0036310,C4698121,1.0
C0036310,C0199451,1.0
C0036310,C0037763,1.0
C0036310,C0796232,1.0
C0036310,C0265514,1.0
C0036310,C0035029,1.0
C0036310,C0037219,1.0
C0036310,C0871878,1.0
C0036310,C0035139,1.0
C0036310,C0019360,14.0
C0036310,C0010232,2.0
C0036310,C0039128,1.0
C0036310,C1567676,1.0
C0036310,C0027796,1.0
C0036310,C1969653,1.0
C0036310,C1848392,1.0
C0036310,C0022650,1.0
C0036310,C0392525,1.0
C0036310,C0263746,1.0
C0036310,C0185026,1.0
C0036310,C0231710,1.0
C0036310,C3887506,1.0
C0036310,C0011980,1.0
C0036310,C1960973,1.0
C0036310,C1305840,1.0
C0036310,C0554804,1.0
C0036310,C3887688,1.0
C0036310,C1293131,1.0
C0036310,C0021107,1.0
C0036310,C0935616,3.0
C0036310,C0108844,1.0
C0036310,C0011882,1.0
C0036310,C0549207,1.0
C0036310,C0501800,1.0
C0036310,C0695600,1.0
C0036310,C0392879,1.0
C0036310,C0394648,1.0
C0036310,C0149756,1.0
C0036310,C0004457,1.0
C0036310,C0003615,1.0
C0036310,C0029130,1.0
C0036310,C0509489,1.0
C0232431,C0039070,1.0
C0232431,C0028081,1.0
C0039070,C0393719,4.0
C0039070,C0600142,1.0
C0039070,C0039516,2.0
C0039070,C0235150,1.0
C0039070,C0026821,3.0
C0039070,C0085624,2.0
C0039070,C0152020,1.0
C0039070,C0020175,1.0
C0039070,C0086153,1.0
C0039070,C3218962,1.0
C0039070,C0027404,1.0
C0039070,C0272302,1.0
C0039070,C0004604,3.0
C0039070,C0865800,1.0
C0039070,C0007859,2.0
C0039070,C0028643,1.0
C0039070,C0858598,1.0
C0039070,C0229967,1.0
C0039070,C0003811,1.0
C0039070,C0037949,1.0
C0039070,C4085243,1.0
C0039070,C1285092,3.0
C0039070,C0277556,2.0
C0039070,C0235162,1.0
C0039070,C0040264,1.0
C0039070,C0011168,1.0
C0039070,C0849963,1.0
C0039070,C0149745,1.0
C0039070,C0040421,1.0
C0039070,C0836921,1.0
C0039070,C0036396,1.0
C0039070,C0238990,6.0
C0039070,C0021114,1.0
C0039070,C0225706,2.0
C0039070,C0426576,1.0
C0039070,C0020550,1.0
C0039070,C1868117,1.0
C0039070,C0033046,1.0
C0039070,C0280090,1.0
C0039070,C0224335,1.0
C0039070,C0040460,2.0
C0039070,C0235234,1.0
C0039070,C0032781,3.0
C0039070,C1412002,1.0
C0039070,C0474166,1.0
C0039070,C0476214,2.0
C0039070,C0021345,1.0
C0039070,C0015674,1.0
C0039070,C0024902,1.0
C0039070,C0019825,1.0
C0039070,C0006155,2.0
C0039070,C0022359,1.0
C0039070,C0043144,1.0
C0039070,C0036098,1.0
C0039070,C0227089,1.0
C0039070,C0239377,1.0
C0039070,C0035561,1.0
C0039070,C0849164,1.0
C0039070,C0235287,1.0
C0039070,C0858599,1.0
C0039070,C0033893,1.0
C0039070,C0796232,1.0
C0039070,C0265514,1.0
C0039070,C0376547,1.0
C0039070,C1879737,1.0
C0039070,C0021313,1.0
C0039070,C0034186,1.0
C0039070,C0730321,1.0
C0039070,C2952914,1.0
C0039070,C1744601,1.0
C0039070,C0424653,1.0
C0039070,C0272199,1.0
C0039070,C1185740,1.0
C0039070,C0019112,1.0
C0039070,C0337279,1.0
C0039070,C0019360,5.0
C0039070,C0276289,1.0
C0039070,C0312422,5.0
C0039070,C1535939,3.0
C0039070,C0032533,3.0
C0039070,C2945673,1.0
C0039070,C1384666,1.0
C0039070,C0012242,1.0
C0039070,C1864389,1.0
C0039070,C4085597,1.0
C0039070,C0008677,1.0
C0039070,C0043167,1.0
C0039070,C0043168,1.0
C0039070,C0395020,1.0
C0039070,C0153064,1.0
C0039070,C0005794,4.0
C0039070,C1290857,1.0
C0039070,C0005791,1.0
C0393719,C0600142,4.0
C0393719,C0039516,8.0
C0393719,C0235150,4.0
C0393719,C0026821,12.0
C0393719,C0085624,8.0
C0393719,C0152020,4.0
C0393719,C0020175,4.0
C0393719,C0086153,4.0
C0393719,C3218962,4.0
C0393719,C0027404,4.0
C0393719,C0272302,4.0
C0393719,C0004604,8.0
C0393719,C0865800,4.0
C0393719,C0007859,8.0
C0393719,C0028643,4.0
C0393719,C0858598,4.0
C0393719,C0229967,4.0
C0393719,C0003811,4.0
C0393719,C0037949,4.0
C0393719,C4085243,4.0
C0393719,C1285092,12.0
C0393719,C0277556,8.0
C0393719,C0235162,4.0
C0393719,C0040264,4.0
C0393719,C0011168,4.0
C0393719,C0849963,4.0
C0393719,C0149745,4.0
C0393719,C0040421,4.0
C0393719,C0836921,4.0
C0393719,C0036396,4.0
C0393719,C0238990,24.0
C0393719,C0021114,4.0
C0393719,C0225706,8.0
C0393719,C0426576,4.0
C0393719,C0020550,4.0
C0393719,C1868117,4.0
C0393719,C0033046,4.0
C0393719,C0280090,4.0
C0393719,C0224335,4.0
C0393719,C0040460,8.0
C0393719,C0235234,4.0
C0393719,C0032781,12.0
C0393719,C1412002,4.0
C0393719,C0474166,4.0
C0393719,C0476214,8.0
C0393719,C0021345,4.0
C0393719,C0015674,4.0
C0393719,C0024902,4.0
C0393719,C0019825,4.0
C0393719,C0006155,8.0
C0393719,C0022359,4.0
C0393719,C0043144,4.0
C0393719,C0036098,4.0
C0393719,C0227089,4.0
C0600142,C0039516,2.0
C0600142,C0235150,1.0
C0600142,C0026821,3.0
C0600142,C0085624,2.0
C0600142,C0152020,1.0
C0600142,C0020175,1.0
C0600142,C0086153,1.0
C0600142,C3218962,1.0
C0600142,C0027404,1.0
C0600142,C0272302,1.0
C0600142,C0004604,2.0
C0600142,C0865800,1.0
C0600142,C0007859,2.0
C0600142,C0028643,1.0
C0600142,C0858598,1.0
C0600142,C0229967,1.0
C0600142,C0003811,1.0
C0600142,C0037949,1.0
C0600142,C4085243,1.0
C0600142,C1285092,3.0
C0600142,C0277556,2.0
C0600142,C0235162,1.0
C0600142,C0040264,1.0
C0600142,C0011168,1.0
C0600142,C0849963,1.0
C0600142,C0149745,1.0
C0600142,C0040421,1.0
C0600142,C0836921,1.0
C0600142,C0036396,1.0
C0600142,C0238990,6.0
C0600142,C0021114,1.0
C0600142,C0225706,2.0
C0600142,C0426576,1.0
C0600142,C0020550,1.0
C0600142,C1868117,1.0
C0600142,C0033046,1.0
C0600142,C0280090,1.0
C0600142,C0224335,1.0
C0600142,C0040460,2.0
C0600142,C0235234,1.0
C0600142,C0032781,3.0
C0600142,C1412002,1.0
C0600142,C0474166,1.0
C0600142,C0476214,2.0
C0600142,C0021345,1.0
C0600142,C0015674,1.0
C0600142,C0024902,2.0
C0600142,C0019825,1.0
C0600142,C0006155,2.0
C0600142,C0022359,1.0
C0600142,C0043144,1.0
C0600142,C0036098,1.0
C0600142,C0227089,1.0
C0600142,C0917801,1.0
C0600142,C0151786,2.0
C0600142,C0030552,2.0
C0600142,C0028081,2.0
C0600142,C0037763,1.0
C0600142,C0850437,1.0
C0600142,C0849959,1.0
C0600142,C0040578,1.0
C0600142,C0860603,2.0
C0600142,C0039082,2.0
C0600142,C0235004,2.0
C0600142,C0239836,2.0
C0600142,C0857156,1.0
C0600142,C0008677,1.0
C0600142,C0420176,1.0
C0600142,C0004626,1.0
C0039516,C0235150,2.0
C0039516,C0026821,6.0
C0039516,C0085624,4.0
C0039516,C0152020,2.0
C0039516,C0020175,2.0
C0039516,C0086153,2.0
C0039516,C3218962,2.0
C0039516,C0027404,2.0
C0039516,C0272302,2.0
C0039516,C0004604,4.0
C0039516,C0865800,2.0
C0039516,C0007859,4.0
C0039516,C0028643,2.0
C0039516,C0858598,2.0
C0039516,C0229967,2.0
C0039516,C0003811,2.0
C0039516,C0037949,2.0
C0039516,C4085243,2.0
C0039516,C1285092,6.0
C0039516,C0277556,4.0
C0039516,C0235162,2.0
C0039516,C0040264,2.0
C0039516,C0011168,2.0
C0039516,C0849963,2.0
C0039516,C0149745,2.0
C0039516,C0040421,2.0
C0039516,C0836921,2.0
C0039516,C0036396,2.0
C0039516,C0238990,12.0
C0039516,C0021114,2.0
C0039516,C0225706,4.0
C0039516,C0426576,2.0
C0039516,C0020550,2.0
C0039516,C1868117,2.0
C0039516,C0033046,2.0
C0039516,C0280090,2.0
C0039516,C0224335,2.0
C0039516,C0040460,4.0
C0039516,C0235234,2.0
C0039516,C0032781,6.0
C0039516,C1412002,2.0
C0039516,C0474166,2.0
C0039516,C0476214,4.0
C0039516,C0021345,2.0
C0039516,C0015674,2.0
C0039516,C0024902,2.0
C0039516,C0019825,2.0
C0039516,C0006155,4.0
C0039516,C0022359,2.0
C0039516,C0043144,2.0
C0039516,C0036098,2.0
C0039516,C0227089,2.0
C0235150,C0026821,3.0
C0235150,C0085624,2.0
C0235150,C0152020,1.0
C0235150,C0020175,1.0
C0235150,C0086153,1.0
C0235150,C3218962,1.0
C0235150,C0027404,1.0
C0235150,C0272302,1.0
C0235150,C0004604,2.0
C0235150,C0865800,1.0
C0235150,C0007859,2.0
C0235150,C0028643,1.0
C0235150,C0858598,1.0
C0235150,C0229967,1.0
C0235150,C0003811,1.0
C0235150,C0037949,1.0
C0235150,C4085243,1.0
C0235150,C1285092,3.0
C0235150,C0277556,2.0
C0235150,C0235162,1.0
C0235150,C0040264,1.0
C0235150,C0011168,1.0
C0235150,C0849963,1.0
C0235150,C0149745,1.0
C0235150,C0040421,1.0
C0235150,C0836921,1.0
C0235150,C0036396,1.0
C0235150,C0238990,6.0
C0235150,C0021114,1.0
C0235150,C0225706,2.0
C0235150,C0426576,1.0
C0235150,C0020550,1.0
C0235150,C1868117,1.0
C0235150,C0033046,1.0
C0235150,C0280090,1.0
C0235150,C0224335,1.0
C0235150,C0040460,2.0
C0235150,C0235234,1.0
C0235150,C0032781,3.0
C0235150,C1412002,1.0
C0235150,C0474166,1.0
C0235150,C0476214,2.0
C0235150,C0021345,1.0
C0235150,C0015674,1.0
C0235150,C0024902,1.0
C0235150,C0019825,1.0
C0235150,C0006155,2.0
C0235150,C0022359,1.0
C0235150,C0043144,1.0
C0235150,C0036098,1.0
C0235150,C0227089,1.0
C0026821,C0085624,6.0
C0026821,C0152020,3.0
C0026821,C0020175,3.0
C0026821,C0086153,3.0
C0026821,C3218962,3.0
C0026821,C0027404,3.0
C0026821,C0272302,3.0
C0026821,C0004604,6.0
C0026821,C0865800,3.0
C0026821,C0007859,6.0
C0026821,C0028643,3.0
C0026821,C0858598,3.0
C0026821,C0229967,3.0
C0026821,C0003811,3.0
C0026821,C0037949,3.0
C0026821,C4085243,3.0
C0026821,C1285092,9.0
C0026821,C0277556,6.0
C0026821,C0235162,3.0
C0026821,C0040264,3.0
C0026821,C0011168,3.0
C0026821,C0849963,3.0
C0026821,C0149745,3.0
C0026821,C0040421,3.0
C0026821,C0836921,3.0
C0026821,C0036396,3.0
C0026821,C0238990,18.0
C0026821,C0021114,3.0
C0026821,C0225706,6.0
C0026821,C0426576,3.0
C0026821,C0020550,3.0
C0026821,C1868117,3.0
C0026821,C0033046,3.0
C0026821,C0280090,3.0
C0026821,C0224335,3.0
C0026821,C0040460,6.0
C0026821,C0235234,3.0
C0026821,C0032781,9.0
C0026821,C1412002,3.0
C0026821,C0474166,3.0
C0026821,C0476214,6.0
C0026821,C0021345,3.0
C0026821,C0015674,4.0
C0026821,C0024902,7.0
C0026821,C0019825,3.0
C0026821,C0006155,6.0
C0026821,C0022359,3.0
C0026821,C0043144,3.0
C0026821,C0036098,3.0
C0026821,C0227089,3.0
C0026821,C0000737,9.0
C0026821,C0035561,1.0
C0026821,C0028081,1.0
C0026821,C0037763,3.0
C0026821,C2830454,2.0
C0026821,C0344375,2.0
C0026821,C0553713,2.0
C0026821,C0005400,2.0
C0026821,C0455770,2.0
C0026821,C0507205,1.0
C0026821,C0033771,1.0
C0026821,C0858600,1.0
C0026821,C2937240,1.0
C0026821,C0232487,1.0
C0026821,C0039082,1.0
C0026821,C0027532,1.0
C0026821,C0456512,1.0
C0026821,C0857156,1.0
C0026821,C0038395,1.0
C0026821,C0393736,1.0
C0026821,C1273412,1.0
C0026821,C0271240,1.0
C0085624,C0152020,2.0
C0085624,C0020175,2.0
C0085624,C0086153,2.0
C0085624,C3218962,2.0
C0085624,C0027404,2.0
C0085624,C0272302,2.0
C0085624,C0004604,13.0
C0085624,C0865800,2.0
C0085624,C0007859,8.0
C0085624,C0028643,11.0
C0085624,C0858598,2.0
C0085624,C0229967,2.0
C0085624,C0003811,2.0
C0085624,C0037949,2.0
C0085624,C4085243,2.0
C0085624,C1285092,6.0
C0085624,C0277556,8.0
C0085624,C0235162,4.0
C0085624,C0040264,33.0
C0085624,C0011168,2.0
C0085624,C0849963,2.0
C0085624,C0149745,2.0
C0085624,C0040421,4.0
C0085624,C0836921,4.0
C0085624,C0036396,2.0
C0085624,C0238990,15.0
C0085624,C0021114,2.0
C0085624,C0225706,4.0
C0085624,C0426576,2.0
C0085624,C0020550,2.0
C0085624,C1868117,2.0
C0085624,C0033046,2.0
C0085624,C0280090,2.0
C0085624,C0224335,2.0
C0085624,C0040460,4.0
C0085624,C0235234,4.0
C0085624,C0032781,6.0
C0085624,C1412002,2.0
C0085624,C0474166,2.0
C0085624,C0476214,4.0
C0085624,C0021345,3.0
C0085624,C0015674,2.0
C0085624,C0024902,3.0
C0085624,C0019825,4.0
C0085624,C0006155,4.0
C0085624,C0022359,2.0
C0085624,C0043144,2.0
C0085624,C0036098,2.0
C0085624,C0227089,2.0
C0085624,C0013456,3.0
C0085624,C0000737,11.0
C0085624,C0426484,2.0
C0085624,C0917801,5.0
C0085624,C0423479,1.0
C0085624,C0578044,1.0
C0085624,C0239377,7.0
C0085624,C0302539,3.0
C0085624,C0028081,10.0
C0085624,C0588436,1.0
C0085624,C1443924,1.0
C0085624,C0014724,2.0
C0085624,C1306232,2.0
C0085624,C3489393,1.0
C0085624,C0014865,1.0
C0085624,C0849959,1.0
C0085624,C0677500,3.0
C0085624,C0238741,2.0
C0085624,C0023217,2.0
C0085624,C0014876,6.0
C0085624,C0376286,2.0
C0085624,C1510471,2.0
C0085624,C0040578,2.0
C0085624,C2039120,2.0
C0085624,C0439814,2.0
C0085624,C0016536,2.0
C0085624,C0017672,2.0
C0085624,C0497156,4.0
C0085624,C0004364,2.0
C0085624,C0586407,2.0
C0085624,C0497366,2.0
C0085624,C2957106,2.0
C0085624,C4284020,2.0
C0085624,C0032326,2.0
C0085624,C0742339,2.0
C0085624,C0362046,2.0
C0085624,C0239886,2.0
C0085624,C0040425,2.0
C0085624,C0231918,2.0
C0085624,C0041834,1.0
C0085624,C0231772,10.0
C0085624,C0848464,1.0
C0085624,C0751410,1.0
C0085624,C0039082,1.0
C0085624,C0751409,6.0
C0085624,C0230473,1.0
C0085624,C0239836,6.0
C0085624,C0339805,2.0
